Count
60
82
66
82
71
79
75
74
67
68
71
77
79
84
82
74
83
82
73
68
68
67
77
64
84
75
95
77
78
90
97
79
90
72
63
75
83
87
86
57
53
63
72
78
65
62
63
60
71
75
65
60
82
63
67
78
69
52
75
64
53
52
58
59
74
64
81
81
70
77
62
81
68
79
71
79
65
61
67
80
57
68
67
61
63
67
49
71
84
70
65
87
87
66
84
100
109
81
79
68
85
73
76
64
53
64
77
60
77
69
75
73
70
81
67
68
64
80
85
67
71
73
86
91
75
62
56
78
69
89
85
80
86
97
74
104
105
76
94
85
82
100
63
91
77
71
76
77
79
55
102
113
79
66
76
78
64
79
69
89
75
55
90
76
102
69
100
104
87
73
89
82
85
96
69
79
66
74
80
69
107
84
81
68
80
67
96
74
103
85
78
69
99
78
68
80
82
64
71
87
94
76
104
75
84
92
103
82
96
103
72
86
76
111
90
101
83
81
71
75
108
82
85
78
69
96
95
84
97
75
81
108
82
90
114
100
60
71
81
100
77
96
94
73
93
74
94
79
102
101
76
72
76
101
95
104
92
101
87
92
107
114
105
80
78
91
76
83
69
76
87
79
91
76
74
100
105
84
99
97
72
94
78
105
98
88
85
59
91
81
108
85
88
90
90
74
68
90
81
80
61
75
94
71
86
85
99
83
67
72
74
70
73
72
61
73
64
85
69
76
63
64
78
84
73
87
53
67
47
66
87
60
93
86
69
73
95
82
77
75
79
94
88
88
68
77
85
86
82
84
103
73
80
103
87
84
86
88
79
45
74
79
86
65
70
80
79
78
80
74
81
52
53
65
66
74
85
57
73
66
60
92
74
73
61
65
69
71
78
74
70
59
69
72
78
74
66
60
66
71
50
64
77
67
41
75
67
55
58
84
64
70
68
68
61
65
83
67
57
55
46
63
46
66
63
57
45
47
61
47
67
61
56
43
59
59
45
53
52
46
45
54
51
45
39
38
58
58
64
57
53
66
68
49
51
61
63
48
71
64
50
72
61
64
56
73
59
78
67
73
66
70
68
62
71
79
74
66
63
71
74
76
68
69
69
72
81
67
62
82
63
84
83
87
68
62
60
61
67
68
68
79
73
79
72
77
64
83
76
79
63
72
55
69
76
84
80
64
74
70
66
70
81
82
72
55
83
78
61
80
76
83
78
66
68
85
81
83
73
79
52
74
84
90
57
69
62
59
66
79
62
76
73
57
73
62
92
84
89
74
91
79
83
89
85
90
83
60
76
64
69
81
104
92
80
82
76
71
71
71
74
64
86
52
84
58
41
90
68
70
63
92
82
73
91
74
89
99
63
71
80
64
73
91
78
77
87
62
73
65
84
72
