Count
89
95
79
78
69
70
84
47
95
91
78
61
86
66
89
89
86
100
78
86
77
95
78
64
76
67
81
70
98
70
73
59
60
96
87
91
83
87
81
75
87
71
102
76
74
64
76
94
83
80
85
89
58
73
89
91
86
79
101
87
71
74
76
92
91
87
74
78
80
72
84
73
85
70
92
87
80
73
71
68
39
88
83
73
87
100
77
80
89
76
81
78
62
73
91
71
55
80
90
95
72
92
79
70
92
76
81
80
76
100
81
65
25
72
98
72
60
63
71
67
61
63
68
58
53
54
67
94
51
81
58
67
60
67
66
28
88
74
73
61
65
85
71
76
66
62
67
82
52
48
63
66
82
58
73
63
65
78
57
71
77
76
75
63
79
68
67
74
82
72
64
75
72
71
55
79
58
45
60
49
66
56
68
63
62
57
57
51
54
84
74
62
58
43
51
53
72
44
46
59
66
55
50
67
58
55
76
72
60
64
56
58
74
63
85
75
51
74
57
62
59
67
63
72
82
63
61
66
57
65
51
83
79
66
58
63
73
58
64
80
63
74
62
82
74
92
69
66
73
64
63
77
72
73
68
80
79
86
77
74
67
63
72
73
63
66
86
86
84
70
68
70
75
73
60
79
70
74
82
66
91
72
69
85
70
76
71
65
65
65
74
62
77
71
97
80
68
65
83
64
81
78
91
57
81
90
84
68
105
68
62
85
76
76
91
77
72
73
81
72
56
69
67
63
81
84
73
68
75
87
66
56
61
66
66
68
76
72
56
62
81
69
71
86
63
57
77
57
77
76
81
75
80
76
76
68
64
74
74
69
67
52
58
79
66
89
60
94
69
69
63
79
69
71
57
57
77
72
66
76
71
58
79
67
67
85
73
74
65
72
77
61
80
68
74
60
66
58
55
80
58
66
54
68
73
68
63
71
78
68
70
66
61
82
86
69
67
67
95
63
82
85
77
76
68
65
56
67
79
71
65
75
73
57
74
68
80
67
69
74
73
86
78
72
38
70
64
73
84
89
85
69
88
84
92
98
81
52
68
89
72
49
79
83
78
84
111
84
85
77
86
84
81
92
61
73
96
37
66
77
85
68
73
78
61
74
60
81
71
42
74
69
94
72
71
73
58
92
70
60
77
74
62
59
80
85
65
55
55
53
52
59
52
71
61
57
70
71
69
78
52
45
44
62
52
65
54
68
64
64
57
49
66
43
44
56
66
57
65
59
51
58
56
37
54
43
49
50
41
39
55
53
43
53
57
44
48
54
51
37
52
47
54
48
60
51
61
50
66
61
63
64
56
66
54
71
59
75
46
77
45
54
61
58
48
46
62
54
62
63
53
70
61
61
48
69
65
57
77
65
69
66
78
67
76
61
76
53
84
91
55
75
78
61
73
61
116
72
78
60
84
76
68
84
78
86
72
56
73
70
70
84
94
83
76
69
60
72
75
70
66
58
56
78
81
64
72
79
66
74
85
77
66
86
66
82
63
78
84
83
85
75
56
61
61
84
52
70
54
69
62
81
90
92
91
79
73
66
60
85
86
84
68
80
62
67
101
60
73
64
82
88
80
94
76
88
60
68
77
82
69
74
84
77
82
61
75
71
82
75
80
78
78
68
80
63
62
59
60
83
61
76
64
74
67
64
67
65
64
68
63
76
89
65
65
73
49
79
85
63
64
65
78
65
75
60
73
87
90
90
81
69
79
79
73
69
80
62
77
70
61
69
69
97
62
71
79
84
78
75
82
79
73
66
80
56
55
72
61
72
61
67
80
63
79
76
71
63
81
87
62
88
73
69
57
67
57
61
73
79
54
68
70
65
76
75
70
88
79
65
67
68
88
62
70
36
80
82
72
85
71
76
87
84
78
84
88
82
76
67
68
81
85
96
73
68
61
60
66
55
73
81
36
79
59
68
74
102
61
